Date,Time,Title,Buy-in Per Player,Platforms,Team Size,Tournament Type (Ex: Single Elimination),Players in Match,Number of Teams Registered,Series Type (Ex: Best of 3),Prize Pool
"September 12, 2022",9:20 PM,3v3 1ND CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$33
"September 12, 2022",6:40 PM,2v2 1ND MP5 ONLY MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$16
"September 12, 2022",4:52 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 3,$56
"September 20, 2022",9:55 PM,2v2 MW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$24
"September 20, 2022",9:20 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$36
"September 20, 2022",8:00 PM,2v2 FE NO PRIZE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$0
"September 20, 2022",7:27 PM,2v2 AR/SMG CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 20, 2022",7:23 PM,3v3 *HIGH ROLLER* NA ONLY MW SND,$10,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 3,$54
"September 20, 2022",5:22 PM,4v4 CW SND,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 3,$44
"September 20, 2022",3:16 PM,2v2 $10 FE 1ND CW SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$10
"September 20, 2022",2:59 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$36
"September 20, 2022",12:00 AM,2v2 $10 each,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$40
"September 20, 2022",12:00 AM,2v2 $5 each chall,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 3,$20
"September 20, 2022",12:00 AM,$400switch,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$400
"September 19, 2022",10:55 PM,2v2 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$14
"September 19, 2022",10:31 PM,6v6 1ND MWII BETA SND (NORTH EAST HOST ONLY),$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$84
"September 18, 2022",10:55 PM,1v1 1ND MWII DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$11
"September 18, 2022",4:30 PM,6v6 $500 GTD MWII SND (NE HOST ONLY)(POWERED BY @KILLABYTEGG),$10,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,7,Best of 1,$498
"September 16, 2022",8:25 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,1,Best of 3,$27
"September 15, 2022",10:25 PM,2v2 1ND CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$24
"September 13, 2022",10:25 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$22
"September 22, 2022",11:20 PM,2v2 1ND MWII BETA DOM KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$30
"September 22, 2022",10:30 PM,6v6 MWII BETA 1ND DOMINATION | NE HOST ONLY!,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$96
"September 22, 2022",9:25 PM,1v1 MWII BETA DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 3,$15
"September 22, 2022",8:30 PM,6v6 1ND MWII BETA KNOCK OUT | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,6,Best of 1,$180
"September 22, 2022",6:56 PM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$64
"September 22, 2022",5:32 PM,6v6 $450 GTD 1ND MWII BETA DOM | POWERED BY @KILLABYTEGG| NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,14,Best of 1,$480
"September 22, 2022",4:22 PM,1v1 MWII BETA DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 3,$14
"September 22, 2022",3:00 PM,2v2 MWII BETA DOM *HIGH ROLLER* KILL RACE,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$42
"September 22, 2022",1:15 PM,1v1 MWII BETA DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,8,Best of 3,$29
"September 22, 2022",12:35 PM,6v6 1ND MWII BETA DOM KICKOFF | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,8,Best of 1,$282
"September 22, 2022",11:20 AM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$44
"September 21, 2022",10:45 PM,2v2 MW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"September 21, 2022",10:20 PM,2v2 CW BO2 MAPS 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$24
"September 21, 2022",8:25 PM,3v3 CW 1ND BO2 MAPS SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$21
"September 21, 2022",3:57 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$36
"September 21, 2022",12:00 AM,$252switch,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$252
"September 21, 2022",12:00 AM,$222switch,$0,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$222
"September 20, 2022",10:45 PM,2v2 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,7,Best of 1,$40
"September 20, 2022",9:55 PM,2v2 MW 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$24
"September 18, 2022",4:30 PM,6v6 $500 GTD MWII SND (NE HOST ONLY)(POWERED BY @KILLABYTEGG),$10,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,6,Best of 1,$498
"September 16, 2022",2:20 PM,2v2 MWII KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$64
"September 24, 2022",11:20 PM,2v2 1ND MWII HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$40
"September 24, 2022",10:24 PM,1v1 1ND MWII BETA HP KILL RACE,$6,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,7,Best of 1,$30
"September 24, 2022",9:49 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST *CONSOLE ONLY*,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,2,Best of 1,$54
"September 24, 2022",9:34 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST *PC ONLY*,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,11,Best of 1,$252
"September 24, 2022",8:19 PM,2v2 1ND MWII TDM KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$28
"September 24, 2022",7:23 PM,6v6 1ND MWII BETA HP | NORTH EAST HOST ONLY,$4,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,19,Best of 1,$324
"September 24, 2022",6:42 PM,6v6 1ND MWII BETA CONSOLE SND | NORTH EAST HOST ONLY,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,5,Best of 1,$120
"September 24, 2022",5:20 PM,2v2 1ND MWII HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$28
"September 24, 2022",4:38 PM,6v6 $600 GTD MWII BETA 1ND SND | POWERED BY @RenderEsports | NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,17,Best of 1,$552
"September 24, 2022",4:15 PM,3v3 COED MWII DOM KILL RACE @iLuhvly,$8,"['xbox', 'playstation', 'battle.net']",3,double elimination,3v3,7,Best of 3,$150
"September 24, 2022",3:20 PM,1v1 MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 3,$12
"September 24, 2022",2:30 PM,6v6 1ND MWII BETA CONSOLE SND | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$90
"September 24, 2022",2:16 PM,6v6 $50 FE @DeepSixGaming MWII BETA 1ND SND | NE HOST ONLY | ALL PLATFORMS,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,20,Best of 1,$48
"September 24, 2022",1:30 PM,6v6 1ND MWII BETA HP | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$102
"September 24, 2022",1:29 PM,6v6 1ND MWII BETA SND | EU HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,9,Best of 1,$210
"September 24, 2022",12:51 PM,1v1 MWII 1ND HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$14
"September 24, 2022",12:30 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,5,Best of 1,$162
"September 23, 2022",10:20 PM,2v2 MWII 1ND BETA DOM KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$34
"September 23, 2022",9:55 PM,6v6 1ND MWII BETA SND (NORTH EAST HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,15,Best of 1,$456
"September 23, 2022",8:10 PM,6v6 1ND MWII BETA CONSOLE SND,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$102
"September 23, 2022",7:55 PM,6v6 1ND MWII BETA DOM | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,9,Best of 1,$252
"September 23, 2022",5:35 PM,6v6 $672 GTD 1ND MWII BETA SND | POWERED BY @KILLABYTEGG | NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,14,Best of 1,$624
"September 23, 2022",4:30 PM,6v6 1ND MWII BETA SND (EU HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$132
"September 23, 2022",4:26 PM,1v1 1ND MWII BETA DOM KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,8,Best of 1,$26
"September 23, 2022",3:43 PM,6v6 1ND MWII BETA CONSOLE ONLY SND,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$150
"September 23, 2022",3:25 PM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$52
"September 23, 2022",2:12 PM,6v6 $100 FE @MaLeSports_ MWII 1ND BETA SND | NORTH EAST HOST ONLY,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,33,Best of 1,$96
"September 23, 2022",1:31 PM,1v1 MWII BETA DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 3,$21
"September 23, 2022",1:03 PM,6v6 1ND MWII BETA SND (EU HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,10,Best of 1,$234
"September 23, 2022",12:33 PM,6v6 1ND MWII BETA SND KICKOFF | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,9,Best of 1,$276
"September 23, 2022",11:30 AM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$36
"September 22, 2022",8:30 PM,6v6 1ND MWII BETA KNOCK OUT | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$180
"September 22, 2022",6:56 PM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 3,$64
"September 22, 2022",5:32 PM,6v6 $450 GTD 1ND MWII BETA DOM | POWERED BY @KILLABYTEGG| NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,10,Best of 1,$480
"September 22, 2022",4:22 PM,1v1 MWII BETA DOM KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 3,$14
"September 22, 2022",12:35 PM,6v6 1ND MWII BETA DOM KICKOFF | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,7,Best of 1,$282
"September 22, 2022",11:20 AM,2v2 MWII BETA DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$44
"September 20, 2022",8:00 PM,2v2 FE NO PRIZE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$0
"September 20, 2022",3:16 PM,2v2 $10 FE 1ND CW SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$10
"September 20, 2022",12:00 AM,2v2 $10 each,$10,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$40
"September 20, 2022",12:00 AM,2v2 $5 each chall,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$20
"September 19, 2022",3:32 PM,6v6 1ND MWII BETA SND (NORTH EAST HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,6,Best of 1,$204
"September 19, 2022",2:30 PM,6v6 1ND MWII BETA SND (EU HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,1,Best of 1,$55
"September 19, 2022",11:20 AM,2v2 $30 GTD MWII DOM KILL RACE,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 3,$30
"September 19, 2022",10:15 AM,6v6 1ND MWII BETA SND (EU HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,6,Best of 1,$180
"September 18, 2022",9:25 PM,6v6 1ND MWII BETA SND (NORTH EAST HOST ONLY),$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$126
"September 18, 2022",1:18 PM,6v6 1ND MWII BETA SND (UK HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,8,Best of 1,$252
"September 18, 2022",12:00 AM,$1082v2switch,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,1,Best of 1,$108
"September 27, 2022",10:50 PM,2v2 1ND AK74U ONLY CW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"September 27, 2022",10:25 PM,2v2 1ND MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$18
"September 27, 2022",9:31 PM,3v3 1ND VG NO USS TEXAS SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 1,$45
"September 27, 2022",8:20 PM,2v2 CW BO2 MAPS 1ND SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$20
"September 27, 2022",7:24 PM,2v2 MW SND + THROWBACK MAPS,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 27, 2022",6:23 PM,3v3 CW BO2 MAPS 1ND SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,3,Best of 1,$33
"September 27, 2022",5:10 PM,2v2 $20 FE FORTUNES KEEP 1ND KILL RACE,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 1,$20
"September 27, 2022",4:41 PM,2v2 MP40 ONLY VG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 27, 2022",3:53 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$36
"September 27, 2022",3:23 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 3,$50
"September 27, 2022",12:00 AM,$560switch,$0,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,2,Best of 1,$560
"September 26, 2022",10:23 PM,2v2 1ND HACKNEY ONLY MW SND,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$34
"September 26, 2022",9:43 PM,3v3 1ND CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,2,Best of 1,$18
"September 26, 2022",8:26 PM,2v2 CW BO2 MAPS SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$22
"September 26, 2022",8:10 PM,2v2 FE NO PRIZE 1ND VG SND,$0,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$0
"September 26, 2022",7:24 PM,4v4 MW HP ONLY,$5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,5,Best of 3,$72
"September 26, 2022",6:20 PM,3v3 1ND BO2 MAPS CW SND,$4,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$45
"September 26, 2022",5:25 PM,3v3 MW SND,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,4,Best of 3,$45
"September 26, 2022",4:50 PM,2v2 VG AR/SMG SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 3,$28
"September 26, 2022",4:00 PM,2v2 BO2 MAPS CW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 3,$34
"September 26, 2022",3:20 PM,2v2 MW SND,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,9,Best of 3,$72
"September 26, 2022",6:07 AM,3v3 MWII 1ND SND *LAST TOURNEY* | CUSTOM GAMES,$5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,5,Best of 1,$66
"September 26, 2022",5:20 AM,4v4 1ND MWII HP *CUSTOM GAMES*,$7.5,"['xbox', 'playstation', 'battle.net']",4,single elimination,4v4,3,Best of 1,$72
"September 26, 2022",4:30 AM,2v2 MWII 1ND SND *CUSTOM GAMES*,$7.5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,8,Best of 1,$84
"September 26, 2022",3:32 AM,3v3 MWII 1ND SND *CUSTOM GAMES*,$7.5,"['xbox', 'playstation', 'battle.net']",3,single elimination,3v3,14,Best of 1,$222
"September 26, 2022",1:45 AM,1v1 MWII BETA HP KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,2,Best of 1,$9
"September 26, 2022",1:30 AM,6v6 1ND MWII BETA SND | NORTH EAST HOST ONLY,$4,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$96
"September 26, 2022",12:45 AM,2v2 1ND MWII HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,3,Best of 1,$18
"September 26, 2022",12:00 AM,6v6 1ND MWII BETA SND | NORTH EAST HOST *PC ONLY*,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,3,Best of 1,$90
"September 25, 2022",11:50 PM,1v1 1ND MWII HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$14
"September 25, 2022",10:40 PM,6v6 1ND MWII SND CONSOLE ONLY | NORTH EAST HOST,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,2,Best of 1,$60
"September 25, 2022",10:15 PM,2v2 1ND MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,5,Best of 1,$30
"September 25, 2022",10:15 PM,6v6 $100 FE @Eternal_Empire_ MWII 1ND BETA SND | NE HOST ONLY | ALL PLATFORMS,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,36,Best of 1,$96
"September 25, 2022",9:32 PM,6v6 1ND MWII BETA HP | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,5,Best of 1,$126
"September 25, 2022",7:27 PM,6v6 $450 GTD 1ND MWII SND  | NORTH EAST HOST,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,11,Best of 1,$450
"September 25, 2022",6:53 PM,2v2 1ND MWII BETA HP KILL RACE,$5,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,6,Best of 1,$42
"September 25, 2022",6:26 PM,6v6 1ND MWII CONSOLE SND | NORTH EAST HOST,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$108
"September 25, 2022",5:23 PM,1v1 1ND MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,5,Best of 1,$14
"September 25, 2022",4:40 PM,6v6 $450 GTD MWII BETA 1ND HP | POWERED BY @KILLABYTEGG | NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,7,Best of 1,$450
"September 25, 2022",2:53 PM,2v2 1ND MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,4,Best of 1,$22
"September 25, 2022",2:10 PM,6v6 $100 FE @EmpyrealGaming 1ND MWII BETA HP | NORTH EAST HOST ONLY,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,31,Best of 1,$96
"September 25, 2022",1:30 PM,6v6 1ND MWII BETA CONSOLE SND | NORTH EAST HOST,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,6,Best of 1,$180
"September 25, 2022",1:22 PM,1v1 1ND MWII BETA HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,4,Best of 1,$14
"September 25, 2022",12:26 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST *PC ONLY*,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,7,Best of 1,$228
"September 25, 2022",11:56 AM,6v6 1ND MWII BETA SND (EU HOST ONLY),$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,4,Best of 1,$78
"September 25, 2022",11:25 AM,2v2 MWII 1ND HP KILL RACE,$4,"['xbox', 'playstation', 'battle.net']",2,single elimination,2v2,2,Best of 1,$14
"September 24, 2022",10:24 PM,1v1 1ND MWII BETA HP KILL RACE,$6,"['xbox', 'playstation', 'battle.net']",1,single elimination,1v1,6,Best of 1,$30
"September 24, 2022",9:34 PM,6v6 1ND MWII BETA SND | NORTH EAST HOST *PC ONLY*,$5,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,10,Best of 1,$252
"September 24, 2022",7:23 PM,6v6 1ND MWII BETA HP | NORTH EAST HOST ONLY,$4,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,16,Best of 1,$324
"September 24, 2022",4:38 PM,6v6 $600 GTD MWII BETA 1ND SND | POWERED BY @RenderEsports | NE HOST ONLY,$8,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,16,Best of 1,$552
"September 24, 2022",2:30 PM,6v6 1ND MWII BETA CONSOLE SND | NORTH EAST HOST ONLY,$6,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,2,Best of 1,$90
"September 24, 2022",2:16 PM,6v6 $50 FE @DeepSixGaming MWII BETA 1ND SND | NE HOST ONLY | ALL PLATFORMS,$0,"['xbox', 'playstation', 'battle.net']",6,single elimination,6v6,19,Best of 1,$48
